NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,B25075_026E,B25075_027E,best_col,best,best_range
"Block Group 2, Census Tract 17.09, Durham County, North Carolina",184,0,0,0,0,9,0,0,0,0,26,59,25,0,45,12,8,0,0,0,0,0,0,0,0,0,0,7,9,"$25,000 to $29,999"
"Block Group 3, Census Tract 17.09, Durham County, North Carolina",323,0,0,0,0,0,0,0,0,12,79,9,16,0,68,64,45,0,30,0,0,0,0,0,0,0,0,13,9,"$70,000 to $79,999"
"Block Group 1, Census Tract 17.10, Durham County, North Carolina",764,0,0,14,0,0,0,0,0,5,0,0,38,9,115,122,203,121,95,14,23,5,0,0,0,0,0,20,95,"$200,000 to $249,999"
"Block Group 2, Census Tract 17.10, Durham County, North Carolina",262,6,0,0,0,0,0,0,0,0,9,0,19,0,56,78,69,16,9,0,0,0,0,0,0,0,0,12,9,"$60,000 to $69,999"
"Block Group 1, Census Tract 17.11, Durham County, North Carolina",249,10,0,0,0,0,0,0,0,0,0,0,9,0,10,94,32,28,46,0,20,0,0,0,0,0,0,17,94,"$125,000 to $149,999"
"Block Group 2, Census Tract 17.11, Durham County, North Carolina",77,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,10,17,0,0,0,0,0,0,0,0,16,39,"$100,000 to $124,999"
"Block Group 3, Census Tract 17.11, Durham County, North Carolina",192,0,0,0,0,0,0,0,0,21,0,39,37,44,20,9,0,10,0,12,0,0,0,0,0,0,0,17,9,"$125,000 to $149,999"
"Block Group 1, Census Tract 18.01, Durham County, North Carolina",576,0,0,0,0,0,0,0,0,0,0,0,23,24,38,170,137,150,28,0,6,0,0,0,0,0,0,22,6,"$300,000 to $399,999"
"Block Group 2, Census Tract 18.01, Durham County, North Carolina",187,0,0,0,0,0,0,0,21,0,0,17,0,0,34,96,19,0,0,0,0,0,0,0,0,0,0,17,96,"$125,000 to $149,999"
"Block Group 3, Census Tract 18.01, Durham County, North Carolina",873,10,15,0,8,18,0,0,0,0,19,113,37,157,82,150,79,89,41,55,0,0,0,0,0,0,0,19,89,"$175,000 to $199,999"
"Block Group 4, Census Tract 18.01, Durham County, North Carolina",424,0,0,0,0,0,0,0,9,0,0,0,21,16,22,150,99,98,9,0,0,0,0,0,0,0,0,18,99,"$150,000 to $174,999"
"Block Group 5, Census Tract 18.01, Durham County, North Carolina",178,0,0,0,0,0,0,0,0,0,0,0,11,0,17,19,58,35,0,22,16,0,0,0,0,0,0,18,58,"$150,000 to $174,999"
"Block Group 1, Census Tract 18.02, Durham County, North Carolina",500,0,15,0,45,0,0,0,0,17,0,0,0,40,76,203,65,39,0,0,0,0,0,0,0,0,0,16,76,"$100,000 to $124,999"
"Block Group 2, Census Tract 18.02, Durham County, North Carolina",182,0,0,0,0,0,0,0,0,0,0,15,18,0,14,99,0,0,36,0,0,0,0,0,0,0,0,17,99,"$125,000 to $149,999"
"Block Group 3, Census Tract 18.02, Durham County, North Carolina",396,19,0,0,0,0,0,0,0,14,11,61,0,34,182,42,0,0,0,0,15,18,0,0,0,0,0,13,61,"$70,000 to $79,999"
"Block Group 4, Census Tract 18.02, Durham County, North Carolina",252,0,0,0,0,0,0,0,11,0,0,39,14,40,22,54,45,27,0,0,0,0,0,0,0,0,0,17,54,"$125,000 to $149,999"
"Block Group 1, Census Tract 18.06, Durham County, North Carolina",600,0,0,0,0,0,7,25,0,0,0,10,11,29,107,104,118,11,21,37,75,36,9,0,0,0,0,24,9,"$500,000 to $749,999"
"Block Group 2, Census Tract 18.06, Durham County, North Carolina",1338,12,0,0,0,0,0,0,0,45,0,0,0,0,95,404,320,134,170,117,0,0,41,0,0,0,0,16,95,"$100,000 to $124,999"
"Block Group 1, Census Tract 18.07, Durham County, North Carolina",724,101,72,116,0,0,0,0,0,0,20,0,32,0,53,55,87,99,44,0,14,16,15,0,0,0,0,19,99,"$175,000 to $199,999"
"Block Group 2, Census Tract 18.07, Durham County, North Carolina",1165,17,0,0,0,0,0,0,0,0,10,9,0,23,134,284,321,146,73,47,101,0,0,0,0,0,0,13,9,"$70,000 to $79,999"
"Block Group 3, Census Tract 18.07, Durham County, North Carolina",812,0,0,0,0,0,0,0,0,0,0,0,0,0,136,277,284,45,46,0,11,13,0,0,0,0,0,20,46,"$200,000 to $249,999"
"Block Group 1, Census Tract 18.08, Durham County, North Carolina",867,0,15,0,0,0,0,0,10,0,0,0,38,0,32,29,109,258,290,54,32,0,0,0,0,0,0,21,54,"$250,000 to $299,999"
"Block Group 2, Census Tract 18.08, Durham County, North Carolina",2383,22,0,0,14,0,0,0,11,0,0,12,0,0,26,86,89,184,596,570,580,136,57,0,0,0,0,18,89,"$150,000 to $174,999"
"Block Group 1, Census Tract 18.09, Durham County, North Carolina",404,0,0,0,0,0,0,0,16,0,0,0,0,0,47,130,85,70,43,0,13,0,0,0,0,0,0,18,85,"$150,000 to $174,999"
"Block Group 2, Census Tract 18.09, Durham County, North Carolina",603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47,140,191,181,30,0,0,0,0,0,0,18,47,"$150,000 to $174,999"
"Block Group 1, Census Tract 19, Durham County, North Carolina",708,0,0,0,13,0,0,8,0,0,0,0,0,10,15,14,24,41,42,58,272,100,111,0,0,0,0,9,8,"$35,000 to $39,999"
"Block Group 2, Census Tract 19, Durham County, North Carolina",1001,0,6,0,0,0,0,0,0,7,0,0,0,0,10,26,108,180,378,63,78,83,47,8,7,0,0,23,83,"$400,000 to $499,999"
"Block Group 1, Census Tract 20.07, Durham County, North Carolina",763,0,0,7,0,0,0,0,0,0,0,0,0,0,66,36,65,20,226,120,141,82,0,0,0,0,0,23,82,"$400,000 to $499,999"
"Block Group 2, Census Tract 20.07, Durham County, North Carolina",632,0,0,0,0,0,0,0,0,0,0,0,0,0,39,115,83,32,97,111,58,23,31,13,30,0,0,20,97,"$200,000 to $249,999"
"Block Group 3, Census Tract 20.07, Durham County, North Carolina",236,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,50,31,31,7,51,0,24,0,0,0,0,21,7,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.08, Durham County, North Carolina",353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,27,23,20,90,51,42,57,34,24,90,"$500,000 to $749,999"
"Block Group 2, Census Tract 20.08, Durham County, North Carolina",845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,103,88,222,59,205,74,34,13,13,21,88,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.09, Durham County, North Carolina",433,8,0,0,0,0,0,20,21,28,9,0,44,8,73,124,50,0,30,18,0,0,0,0,0,0,0,12,9,"$60,000 to $69,999"
"Block Group 2, Census Tract 20.09, Durham County, North Carolina",303,0,0,0,0,0,0,0,21,0,17,9,45,7,71,36,9,19,26,19,9,15,0,0,0,0,0,13,9,"$70,000 to $79,999"
"Block Group 3, Census Tract 20.09, Durham County, North Carolina",442,0,0,0,0,0,0,0,0,9,0,46,117,59,53,86,27,10,9,11,0,0,7,0,0,8,0,11,9,"$50,000 to $59,999"
"Block Group 1, Census Tract 20.13, Durham County, North Carolina",516,0,7,0,0,0,0,0,0,0,0,0,0,0,100,79,49,59,92,66,58,0,0,0,0,0,6,20,92,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.13, Durham County, North Carolina",342,0,7,0,0,0,0,0,0,0,0,0,9,9,29,62,74,46,76,22,0,0,8,0,0,0,0,14,9,"$80,000 to $89,999"
"Block Group 3, Census Tract 20.13, Durham County, North Carolina",698,11,0,0,0,0,0,0,0,10,0,0,0,0,5,120,123,67,227,125,10,0,0,0,0,0,0,19,67,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.15, Durham County, North Carolina",266,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,37,75,95,25,0,0,0,0,0,0,0,20,95,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.15, Durham County, North Carolina",157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,25,0,19,54,0,0,0,0,0,23,54,"$400,000 to $499,999"
"Block Group 3, Census Tract 20.15, Durham County, North Carolina",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,21,16,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.16, Durham County, North Carolina",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,25,31,"$750,000 to $999,999"
"Block Group 2, Census Tract 20.16, Durham County, North Carolina",339,0,0,0,0,0,0,0,0,0,0,0,0,26,69,37,21,20,31,85,35,15,0,0,0,0,0,21,85,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.17, Durham County, North Carolina",846,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,32,22,45,106,333,176,60,36,11,0,0,24,60,"$500,000 to $749,999"
"Block Group 2, Census Tract 20.17, Durham County, North Carolina",591,0,0,0,0,0,0,0,0,0,0,0,15,59,47,45,13,0,63,45,133,120,38,13,0,0,0,20,63,"$200,000 to $249,999"
"Block Group 3, Census Tract 20.17, Durham County, North Carolina",671,0,0,0,14,0,0,0,0,0,0,0,0,0,15,13,100,0,57,99,196,159,18,0,0,0,0,21,99,"$250,000 to $299,999"
"Block Group 1, Census Tract 20.18, Durham County, North Carolina",1056,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,86,218,114,132,363,82,13,0,0,20,86,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.18, Durham County, North Carolina",627,0,0,0,0,0,0,0,0,0,0,0,0,0,33,104,175,52,75,97,40,51,0,0,0,0,0,21,97,"$250,000 to $299,999"
"Block Group 3, Census Tract 20.18, Durham County, North Carolina",1020,0,0,0,0,0,0,0,0,0,25,0,0,0,22,0,7,120,175,126,185,243,113,4,0,0,0,18,7,"$150,000 to $174,999"
"Block Group 1, Census Tract 20.19, Durham County, North Carolina",211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,74,54,0,0,66,0,0,0,0,20,74,"$200,000 to $249,999"
"Block Group 2, Census Tract 20.19, Durham County, North Carolina",443,0,0,0,4,0,0,0,0,0,0,0,0,0,16,50,81,11,17,52,57,70,38,21,0,0,26,18,81,"$150,000 to $174,999"
"Block Group 3, Census Tract 20.19, Durham County, North Carolina",801,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,44,65,58,145,416,57,0,0,0,0,0,19,65,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.20, Durham County, North Carolina",622,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,33,30,79,363,101,0,0,0,0,0,21,79,"$250,000 to $299,999"
"Block Group 2, Census Tract 20.20, Durham County, North Carolina",1855,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,63,0,100,313,657,413,263,21,0,0,0,22,657,"$300,000 to $399,999"
"Block Group 1, Census Tract 20.21, Durham County, North Carolina",377,0,0,0,0,0,0,0,0,13,0,17,0,0,48,0,0,0,0,218,81,0,0,0,0,0,0,22,81,"$300,000 to $399,999"
"Block Group 2, Census Tract 20.21, Durham County, North Carolina",265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,38,102,74,0,0,0,0,0,0,22,74,"$300,000 to $399,999"
"Block Group 1, Census Tract 20.22, Durham County, North Carolina",205,11,0,12,0,0,0,0,0,0,0,13,0,0,0,0,40,67,46,16,0,0,0,0,0,0,0,19,67,"$175,000 to $199,999"
"Block Group 2, Census Tract 20.22, Durham County, North Carolina",642,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,65,220,194,67,0,0,0,0,0,0,22,67,"$300,000 to $399,999"
"Block Group 1, Census Tract 20.23, Durham County, North Carolina",247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,79,87,51,14,0,0,0,0,0,21,87,"$250,000 to $299,999"
"Block Group 2, Census Tract 20.23, Durham County, North Carolina",299,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,18,0,95,90,72,0,0,0,0,0,0,20,95,"$200,000 to $249,999"
"Block Group 1, Census Tract 20.24, Durham County, North Carolina",1448,0,0,0,0,0,0,20,0,0,0,0,26,0,13,108,134,169,308,224,301,109,0,0,0,36,0,27,36,"$1,500,000 to $1,999,999"
"Block Group 2, Census Tract 20.24, Durham County, North Carolina",441,0,0,0,0,0,0,0,0,0,0,0,15,0,15,168,60,8,108,49,18,0,0,0,0,0,0,19,8,"$175,000 to $199,999"
"Block Group 3, Census Tract 20.24, Durham County, North Carolina",442,0,12,0,0,0,0,17,0,0,0,0,0,0,60,55,155,63,20,35,25,0,0,0,0,0,0,19,63,"$175,000 to $199,999"
"Block Group 1, Census Tract 20.25, Durham County, North Carolina",777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,70,170,325,88,84,0,0,0,0,0,0,21,88,"$250,000 to $299,999"
"Block Group 2, Census Tract 20.25, Durham County, North Carolina",684,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,168,60,164,185,23,0,0,0,0,0,0,17,62,"$125,000 to $149,999"
"Block Group 3, Census Tract 20.25, Durham County, North Carolina",437,0,0,0,0,0,0,0,0,0,0,0,0,0,56,69,103,129,53,27,0,0,0,0,0,0,0,17,69,"$125,000 to $149,999"
"Block Group 1, Census Tract 20.26, Durham County, North Carolina",563,0,12,0,0,0,0,0,0,0,0,0,35,0,113,101,124,94,55,29,0,0,0,0,0,0,0,19,94,"$175,000 to $199,999"
"Block Group 2, Census Tract 20.26, Durham County, North Carolina",518,15,20,10,0,0,0,0,0,0,0,17,16,0,48,128,44,136,36,48,0,0,0,0,0,0,0,16,48,"$100,000 to $124,999"
"Block Group 1, Census Tract 20.27, Durham County, North Carolina",603,0,0,0,0,0,0,0,0,0,0,39,0,0,0,120,63,40,137,134,70,0,0,0,0,0,0,22,70,"$300,000 to $399,999"
"Block Group 2, Census Tract 20.27, Durham County, North Carolina",900,22,0,0,0,0,0,0,0,0,0,0,0,0,0,34,146,63,263,350,22,0,0,0,0,0,0,19,63,"$175,000 to $199,999"
"Block Group 3, Census Tract 20.27, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 20.28, Durham County, North Carolina",906,0,0,0,0,0,0,0,0,0,0,0,0,0,12,119,184,107,220,92,26,19,80,0,47,0,0,21,92,"$250,000 to $299,999"
"Block Group 2, Census Tract 20.28, Durham County, North Carolina",141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,25,79,0,0,0,0,24,79,"$500,000 to $749,999"
"Block Group 3, Census Tract 20.28, Durham County, North Carolina",693,0,0,0,0,0,0,0,0,0,0,0,0,0,14,103,69,14,366,62,50,15,0,0,0,0,0,18,69,"$150,000 to $174,999"
"Block Group 1, Census Tract 21, Durham County, North Carolina",908,26,0,16,0,0,16,0,0,0,16,30,0,0,0,14,6,46,195,186,155,81,90,0,31,0,0,24,90,"$500,000 to $749,999"
"Block Group 2, Census Tract 21, Durham County, North Carolina",785,0,0,0,0,21,0,0,0,10,14,43,0,7,44,15,107,60,106,139,85,36,82,16,0,0,0,22,85,"$300,000 to $399,999"
"Block Group 3, Census Tract 21, Durham County, North Carolina",614,0,0,0,16,0,0,0,0,7,0,71,0,0,0,32,18,29,110,76,133,75,47,0,0,0,0,21,76,"$250,000 to $299,999"
"Block Group 1, Census Tract 22, Durham County, North Carolina",248,0,0,0,0,0,0,0,0,0,0,26,5,0,13,7,16,5,36,35,27,34,30,14,0,0,0,17,7,"$125,000 to $149,999"
"Block Group 1, Census Tract 23, Durham County, North Carolina",89,0,0,0,0,0,0,0,0,10,9,0,0,16,4,0,0,11,13,6,14,6,0,0,0,0,0,12,9,"$60,000 to $69,999"
"Block Group 2, Census Tract 23, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
"Block Group 1, Census Tract 9801, Durham County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"Less than $10,000"
